idx,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24
20,63.80952380952381,62.857142857142854,68.57142857142857,70.47619047619048,66.66666666666667,70.47619047619048,73.33333333333333,69.52380952380952,71.42857142857143,73.33333333333333,75.23809523809524,75.23809523809524,74.28571428571429,73.33333333333333,70.47619047619048,76.19047619047619,72.38095238095238,72.38095238095238,73.33333333333333,75.23809523809524,74.28571428571429,76.19047619047619,70.47619047619048,71.42857142857143,72.38095238095238
21,79.20792079207921,84.15841584158416,80.1980198019802,86.13861386138613,84.15841584158416,88.11881188118812,89.10891089108911,86.13861386138613,85.14851485148515,87.12871287128714,85.14851485148515,86.13861386138613,86.13861386138613,86.13861386138613,88.11881188118812,87.12871287128714,85.14851485148515,87.12871287128714,83.16831683168317,87.12871287128714,85.14851485148515,87.12871287128714,85.14851485148515,84.15841584158416,83.16831683168317
22,68.26923076923077,67.3076923076923,74.03846153846153,78.84615384615384,75.0,77.88461538461539,79.8076923076923,77.88461538461539,78.84615384615384,78.84615384615384,78.84615384615384,77.88461538461539,75.0,76.92307692307692,81.73076923076923,78.84615384615384,76.92307692307692,79.8076923076923,74.03846153846153,79.8076923076923,74.03846153846153,82.6923076923077,77.88461538461539,78.84615384615384,76.92307692307692
23,71.15384615384616,77.88461538461539,79.8076923076923,80.76923076923077,77.88461538461539,79.8076923076923,78.84615384615384,81.73076923076923,78.84615384615384,82.6923076923077,82.6923076923077,79.8076923076923,81.73076923076923,82.6923076923077,81.73076923076923,82.6923076923077,79.8076923076923,83.65384615384616,82.6923076923077,83.65384615384616,82.6923076923077,84.61538461538461,81.73076923076923,83.65384615384616,80.76923076923077
24,67.6470588235294,73.52941176470588,72.54901960784314,73.52941176470588,72.54901960784314,72.54901960784314,70.58823529411765,73.52941176470588,72.54901960784314,71.56862745098039,73.52941176470588,77.45098039215686,71.56862745098039,73.52941176470588,73.52941176470588,74.50980392156863,73.52941176470588,73.52941176470588,73.52941176470588,72.54901960784314,73.52941176470588,73.52941176470588,75.49019607843137,75.49019607843137,71.56862745098039
25,74.22680412371135,79.38144329896907,80.41237113402062,81.44329896907216,82.47422680412372,83.50515463917526,82.47422680412372,82.47422680412372,81.44329896907216,82.47422680412372,80.41237113402062,82.47422680412372,83.50515463917526,81.44329896907216,81.44329896907216,84.5360824742268,83.50515463917526,80.41237113402062,83.50515463917526,84.5360824742268,82.47422680412372,84.5360824742268,81.44329896907216,83.50515463917526,84.5360824742268
26,74.74747474747475,78.78787878787878,76.76767676767676,77.77777777777777,71.71717171717172,73.73737373737374,76.76767676767676,76.76767676767676,75.75757575757575,75.75757575757575,72.72727272727273,74.74747474747475,72.72727272727273,75.75757575757575,75.75757575757575,72.72727272727273,73.73737373737374,72.72727272727273,75.75757575757575,72.72727272727273,72.72727272727273,72.72727272727273,71.71717171717172,72.72727272727273,71.71717171717172
27,60.57692307692308,69.23076923076923,69.23076923076923,71.15384615384616,74.03846153846153,71.15384615384616,73.07692307692308,72.11538461538461,74.03846153846153,72.11538461538461,75.0,71.15384615384616,73.07692307692308,75.96153846153847,70.1923076923077,73.07692307692308,74.03846153846153,72.11538461538461,72.11538461538461,73.07692307692308,75.96153846153847,72.11538461538461,75.0,73.07692307692308,72.11538461538461
28,68.47826086956522,70.65217391304348,72.82608695652173,73.91304347826087,72.82608695652173,72.82608695652173,75.0,71.73913043478261,69.56521739130434,71.73913043478261,75.0,73.91304347826087,72.82608695652173,73.91304347826087,75.0,75.0,72.82608695652173,75.0,70.65217391304348,72.82608695652173,77.17391304347827,72.82608695652173,71.73913043478261,73.91304347826087,75.0
29,59.13978494623656,61.29032258064516,67.74193548387096,67.74193548387096,70.96774193548387,67.74193548387096,65.59139784946237,64.51612903225806,66.66666666666667,66.66666666666667,68.81720430107526,67.74193548387096,72.04301075268818,65.59139784946237,68.81720430107526,67.74193548387096,68.81720430107526,66.66666666666667,69.89247311827957,67.74193548387096,68.81720430107526,67.74193548387096,68.81720430107526,70.96774193548387,69.89247311827957
