dataset,round,selected_client_count,valid_client_count,svd_rank,effective_dimension,alpha_round,alpha_edge,dynamic_margin,raw_pairwise_cos_mean,raw_pairwise_cos_std,significant_edge_count,consensus_detected,core_size,core_coverage,core_ids,core_score,n_eff,active_alpha_ratio,rcon_norm,fedavg_global_update_norm,rcon_to_fedavg_ratio,zero_consensus_reason
DescribableTextures,27,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,-0.029361000284552574,0.09282489866018295,0,0,0,0.0,[],0.0,0.0,0.0,0.0,7.837419252609834e-05,0.0,no_significant_core
DescribableTextures,28,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,-0.030199507251381874,0.1196833997964859,0,0,0,0.0,[],0.0,0.0,0.0,0.0,4.652817369787954e-05,0.0,no_significant_core
DescribableTextures,29,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,-0.00341378734447062,0.10793475806713104,0,0,0,0.0,[],0.0,0.0,0.0,0.0,3.3274183806497604e-05,0.0,no_significant_core
DescribableTextures,30,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.017270779237151146,0.1045449748635292,0,0,0,0.0,[],0.0,0.0,0.0,0.0,4.9884030886460096e-05,0.0,no_significant_core
DescribableTextures,31,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.02459500916302204,0.11143475770950317,0,0,0,0.0,[],0.0,0.0,0.0,0.0,5.292442801874131e-05,0.0,no_significant_core
DescribableTextures,32,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.004131199326366186,0.14479705691337585,1,0,0,0.0,[],0.0,0.0,0.0,0.0,4.9734175263438374e-05,0.0,no_significant_core
DescribableTextures,33,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.013679330237209797,0.08627868443727493,0,0,0,0.0,[],0.0,0.0,0.0,0.0,3.606352038332261e-05,0.0,no_significant_core
DescribableTextures,34,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.01068959292024374,0.0989227294921875,0,0,0,0.0,[],0.0,0.0,0.0,0.0,3.4011802199529484e-05,0.0,no_significant_core
DescribableTextures,35,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.012334389612078667,0.11883600801229477,1,0,0,0.0,[],0.0,0.0,0.0,0.0,5.830446389154531e-05,0.0,no_significant_core
DescribableTextures,36,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,-0.01752159558236599,0.12564851343631744,1,0,0,0.0,[],0.0,0.0,0.0,0.0,4.7425823140656576e-05,0.0,no_significant_core
DescribableTextures,37,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.02256309799849987,0.1062355786561966,0,0,0,0.0,[],0.0,0.0,0.0,0.0,6.672938616247848e-05,0.0,no_significant_core
DescribableTextures,38,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.02926100231707096,0.0961158350110054,0,0,0,0.0,[],0.0,0.0,0.0,0.0,4.280306529835798e-05,0.0,no_significant_core
DescribableTextures,39,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.021247737109661102,0.10615246742963791,1,0,0,0.0,[],0.0,0.0,0.0,0.0,3.0239123589126393e-05,0.0,no_significant_core
DescribableTextures,40,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,-0.0023083812557160854,0.08420941978693008,0,0,0,0.0,[],0.0,0.0,0.0,0.0,3.334936991450377e-05,0.0,no_significant_core
DescribableTextures,41,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.02725713513791561,0.10439357906579971,1,0,0,0.0,[],0.0,0.0,0.0,0.0,5.253181734587997e-05,0.0,no_significant_core
DescribableTextures,42,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.013145188800990582,0.11407314240932465,1,0,0,0.0,[],0.0,0.0,0.0,0.0,5.305559898260981e-05,0.0,no_significant_core
DescribableTextures,43,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.01215184573084116,0.11615754663944244,0,0,0,0.0,[],0.0,0.0,0.0,0.0,4.684455052483827e-05,0.0,no_significant_core
DescribableTextures,44,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.02591431513428688,0.11912502348423004,1,0,0,0.0,[],0.0,0.0,0.0,0.0,2.7747355488827452e-05,0.0,no_significant_core
DescribableTextures,45,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.01686733588576317,0.11240538209676743,1,0,0,0.0,[],0.0,0.0,0.0,0.0,2.601638698251918e-05,0.0,no_significant_core
DescribableTextures,46,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.01930326409637928,0.10962431132793427,0,0,0,0.0,[],0.0,0.0,0.0,0.0,3.4706950827967376e-05,0.0,no_significant_core
DescribableTextures,47,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.004124993924051523,0.11718130856752396,2,0,0,0.0,[],0.0,0.0,0.0,0.0,2.51065066549927e-05,0.0,no_significant_core
DescribableTextures,48,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,-0.004479940515011549,0.11027258634567261,0,0,0,0.0,[],0.0,0.0,0.0,0.0,3.078693771385588e-05,0.0,no_significant_core
DescribableTextures,49,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,-0.003940771333873272,0.10275160521268845,0,0,0,0.0,[],0.0,0.0,0.0,0.0,2.1989510059938766e-05,0.0,no_significant_core
