dataset,round,client,is_selected,is_valid_residual,is_core,fedavg_weight,residual_norm,clipped_residual_norm,support,alpha,residual_cos_to_rcon
DescribableTextures,0,0,1,1,0,0.10638298094272614,0.008843527175486088,0.0,0.0,0.0,0.2430533766746521
DescribableTextures,0,1,1,1,0,0.10638298094272614,0.009766229428350925,0.0,0.0,0.0,0.3771715462207794
DescribableTextures,0,2,1,1,0,0.10638298094272614,0.013247599825263023,0.0,0.0,0.0,-0.10280033200979233
DescribableTextures,0,3,1,1,1,0.10638298094272614,0.0162808820605278,0.01628088392317295,0.4043453335762024,0.26200616359710693,0.7671478986740112
DescribableTextures,0,4,1,1,1,0.10638298094272614,0.011988083831965923,0.011988083831965923,0.45383012294769287,0.29407113790512085,0.7578385472297668
DescribableTextures,0,5,1,1,0,0.10638298094272614,0.012199130840599537,0.0,0.0,0.0,-0.4382604956626892
DescribableTextures,0,6,1,1,0,0.10638298094272614,0.00982721708714962,0.0,0.0,0.0,-0.155792698264122
DescribableTextures,0,7,1,1,1,0.10638298094272614,0.016474075615406036,0.0162808820605278,0.685090959072113,0.44392266869544983,0.9405471086502075
DescribableTextures,0,8,1,1,0,0.10638298094272614,0.008271792903542519,0.0,0.0,0.0,0.05024893581867218
DescribableTextures,0,9,1,1,0,0.042553190141916275,0.0043347119353711605,0.0,0.0,0.0,0.3074199855327606
DescribableTextures,1,0,1,1,0,0.10638298094272614,0.003906453028321266,0.0,0.0,0.0,0.0
DescribableTextures,1,1,1,1,0,0.10638298094272614,0.0064367447048425674,0.0,0.0,0.0,0.0
DescribableTextures,1,2,1,1,0,0.10638298094272614,0.010667671449482441,0.0,0.0,0.0,0.0
DescribableTextures,1,3,1,1,0,0.10638298094272614,0.01179977972060442,0.0,0.0,0.0,0.0
DescribableTextures,1,4,1,1,0,0.10638298094272614,0.008324961178004742,0.0,0.0,0.0,0.0
DescribableTextures,1,5,1,1,0,0.10638298094272614,0.006393508519977331,0.0,0.0,0.0,0.0
DescribableTextures,1,6,1,1,0,0.10638298094272614,0.01475836243480444,0.0,0.0,0.0,0.0
DescribableTextures,1,7,1,1,0,0.10638298094272614,0.013126800768077374,0.0,0.0,0.0,0.0
DescribableTextures,1,8,1,1,0,0.10638298094272614,0.007809916045516729,0.0,0.0,0.0,0.0
DescribableTextures,1,9,1,1,0,0.042553190141916275,0.007740465924143791,0.0,0.0,0.0,0.0
DescribableTextures,2,0,1,1,0,0.10638298094272614,0.007131137885153294,0.0,0.0,0.0,0.0
DescribableTextures,2,1,1,1,0,0.10638298094272614,0.015203997492790222,0.0,0.0,0.0,0.0
DescribableTextures,2,2,1,1,0,0.10638298094272614,0.008717014454305172,0.0,0.0,0.0,0.0
DescribableTextures,2,3,1,1,0,0.10638298094272614,0.008836436085402966,0.0,0.0,0.0,0.0
DescribableTextures,2,4,1,1,0,0.10638298094272614,0.021301258355379105,0.0,0.0,0.0,0.0
DescribableTextures,2,5,1,1,0,0.10638298094272614,0.010135750286281109,0.0,0.0,0.0,0.0
DescribableTextures,2,6,1,1,0,0.10638298094272614,0.007506643421947956,0.0,0.0,0.0,0.0
DescribableTextures,2,7,1,1,0,0.10638298094272614,0.01668311282992363,0.0,0.0,0.0,0.0
DescribableTextures,2,8,1,1,0,0.10638298094272614,0.008541177026927471,0.0,0.0,0.0,0.0
DescribableTextures,2,9,1,1,0,0.042553190141916275,0.017353923991322517,0.0,0.0,0.0,0.0
DescribableTextures,3,0,1,1,0,0.10638298094272614,0.004347705747932196,0.0,0.0,0.0,0.0
DescribableTextures,3,1,1,1,0,0.10638298094272614,0.008622135035693645,0.0,0.0,0.0,0.0
DescribableTextures,3,2,1,1,0,0.10638298094272614,0.006642315536737442,0.0,0.0,0.0,0.0
DescribableTextures,3,3,1,1,0,0.10638298094272614,0.009851129725575447,0.0,0.0,0.0,0.0
DescribableTextures,3,4,1,1,0,0.10638298094272614,0.0068830265663564205,0.0,0.0,0.0,0.0
DescribableTextures,3,5,1,1,0,0.10638298094272614,0.0054583498276770115,0.0,0.0,0.0,0.0
DescribableTextures,3,6,1,1,0,0.10638298094272614,0.005407927092164755,0.0,0.0,0.0,0.0
DescribableTextures,3,7,1,1,0,0.10638298094272614,0.011231804266571999,0.0,0.0,0.0,0.0
DescribableTextures,3,8,1,1,0,0.10638298094272614,0.00543923070654273,0.0,0.0,0.0,0.0
DescribableTextures,3,9,1,1,0,0.042553190141916275,0.005456826183944941,0.0,0.0,0.0,0.0
DescribableTextures,4,0,1,1,0,0.10638298094272614,0.004200104158371687,0.0,0.0,0.0,0.0
DescribableTextures,4,1,1,1,0,0.10638298094272614,0.013777830637991428,0.0,0.0,0.0,0.0
DescribableTextures,4,2,1,1,0,0.10638298094272614,0.00650139432400465,0.0,0.0,0.0,0.0
DescribableTextures,4,3,1,1,0,0.10638298094272614,0.006590532138943672,0.0,0.0,0.0,0.0
DescribableTextures,4,4,1,1,0,0.10638298094272614,0.006264816503971815,0.0,0.0,0.0,0.0
DescribableTextures,4,5,1,1,0,0.10638298094272614,0.0027146944776177406,0.0,0.0,0.0,0.0
DescribableTextures,4,6,1,1,0,0.10638298094272614,0.004482223652303219,0.0,0.0,0.0,0.0
DescribableTextures,4,7,1,1,0,0.10638298094272614,0.007109099067747593,0.0,0.0,0.0,0.0
DescribableTextures,4,8,1,1,0,0.10638298094272614,0.0071689169853925705,0.0,0.0,0.0,0.0
DescribableTextures,4,9,1,1,0,0.042553190141916275,0.008281436748802662,0.0,0.0,0.0,0.0
DescribableTextures,5,0,1,1,0,0.10638298094272614,0.004544461145997047,0.0,0.0,0.0,0.0
DescribableTextures,5,1,1,1,0,0.10638298094272614,0.007089877501130104,0.0,0.0,0.0,0.0
DescribableTextures,5,2,1,1,0,0.10638298094272614,0.003829019144177437,0.0,0.0,0.0,0.0
DescribableTextures,5,3,1,1,0,0.10638298094272614,0.007519064471125603,0.0,0.0,0.0,0.0
DescribableTextures,5,4,1,1,0,0.10638298094272614,0.005372723564505577,0.0,0.0,0.0,0.0
DescribableTextures,5,5,1,1,0,0.10638298094272614,0.001752441399730742,0.0,0.0,0.0,0.0
DescribableTextures,5,6,1,1,0,0.10638298094272614,0.004224903881549835,0.0,0.0,0.0,0.0
DescribableTextures,5,7,1,1,0,0.10638298094272614,0.009301417507231236,0.0,0.0,0.0,0.0
DescribableTextures,5,8,1,1,0,0.10638298094272614,0.0073924195021390915,0.0,0.0,0.0,0.0
DescribableTextures,5,9,1,1,0,0.042553190141916275,0.006847980432212353,0.0,0.0,0.0,0.0
DescribableTextures,6,0,1,1,0,0.10638298094272614,0.004143234342336655,0.0,0.0,0.0,0.0
DescribableTextures,6,1,1,1,0,0.10638298094272614,0.006481447257101536,0.0,0.0,0.0,0.0
DescribableTextures,6,2,1,1,0,0.10638298094272614,0.0028933438006788492,0.0,0.0,0.0,0.0
DescribableTextures,6,3,1,1,0,0.10638298094272614,0.0070188650861382484,0.0,0.0,0.0,0.0
DescribableTextures,6,4,1,1,0,0.10638298094272614,0.0056060440838336945,0.0,0.0,0.0,0.0
DescribableTextures,6,5,1,1,0,0.10638298094272614,0.0020379831548780203,0.0,0.0,0.0,0.0
DescribableTextures,6,6,1,1,0,0.10638298094272614,0.003730321768671274,0.0,0.0,0.0,0.0
DescribableTextures,6,7,1,1,0,0.10638298094272614,0.011306569911539555,0.0,0.0,0.0,0.0
DescribableTextures,6,8,1,1,0,0.10638298094272614,0.008752766996622086,0.0,0.0,0.0,0.0
DescribableTextures,6,9,1,1,0,0.042553190141916275,0.010288276709616184,0.0,0.0,0.0,0.0
DescribableTextures,7,0,1,1,0,0.10638298094272614,0.005627085920423269,0.0,0.0,0.0,0.0
DescribableTextures,7,1,1,1,0,0.10638298094272614,0.006767175626009703,0.0,0.0,0.0,0.0
DescribableTextures,7,2,1,1,0,0.10638298094272614,0.003992353565990925,0.0,0.0,0.0,0.0
DescribableTextures,7,3,1,1,0,0.10638298094272614,0.002953013638034463,0.0,0.0,0.0,0.0
DescribableTextures,7,4,1,1,0,0.10638298094272614,0.008479837328195572,0.0,0.0,0.0,0.0
DescribableTextures,7,5,1,1,0,0.10638298094272614,0.0012736383359879255,0.0,0.0,0.0,0.0
DescribableTextures,7,6,1,1,0,0.10638298094272614,0.0035999431274831295,0.0,0.0,0.0,0.0
DescribableTextures,7,7,1,1,0,0.10638298094272614,0.015162861905992031,0.0,0.0,0.0,0.0
DescribableTextures,7,8,1,1,0,0.10638298094272614,0.006535491440445185,0.0,0.0,0.0,0.0
DescribableTextures,7,9,1,1,0,0.042553190141916275,0.005770313553512096,0.0,0.0,0.0,0.0
DescribableTextures,8,0,1,1,0,0.10638298094272614,0.005053297150880098,0.0,0.0,0.0,0.0
DescribableTextures,8,1,1,1,0,0.10638298094272614,0.008293671533465385,0.0,0.0,0.0,0.0
DescribableTextures,8,2,1,1,0,0.10638298094272614,0.005668928846716881,0.0,0.0,0.0,0.0
DescribableTextures,8,3,1,1,0,0.10638298094272614,0.0025467458181083202,0.0,0.0,0.0,0.0
DescribableTextures,8,4,1,1,0,0.10638298094272614,0.005642751697450876,0.0,0.0,0.0,0.0
DescribableTextures,8,5,1,1,0,0.10638298094272614,0.0017213724786415696,0.0,0.0,0.0,0.0
DescribableTextures,8,6,1,1,0,0.10638298094272614,0.0027071016374975443,0.0,0.0,0.0,0.0
DescribableTextures,8,7,1,1,0,0.10638298094272614,0.00900145061314106,0.0,0.0,0.0,0.0
DescribableTextures,8,8,1,1,0,0.10638298094272614,0.003592374036088586,0.0,0.0,0.0,0.0
DescribableTextures,8,9,1,1,0,0.042553190141916275,0.0032296304125338793,0.0,0.0,0.0,0.0
DescribableTextures,9,0,1,1,0,0.10638298094272614,0.004598443396389484,0.0,0.0,0.0,0.0
DescribableTextures,9,1,1,1,0,0.10638298094272614,0.006218765862286091,0.0,0.0,0.0,0.0
DescribableTextures,9,2,1,1,0,0.10638298094272614,0.004273707512766123,0.0,0.0,0.0,0.0
DescribableTextures,9,3,1,1,0,0.10638298094272614,0.0017305765068158507,0.0,0.0,0.0,0.0
DescribableTextures,9,4,1,1,0,0.10638298094272614,0.003038158407434821,0.0,0.0,0.0,0.0
DescribableTextures,9,5,1,1,0,0.10638298094272614,0.001410154509358108,0.0,0.0,0.0,0.0
DescribableTextures,9,6,1,1,0,0.10638298094272614,0.002974890638142824,0.0,0.0,0.0,0.0
DescribableTextures,9,7,1,1,0,0.10638298094272614,0.01049310714006424,0.0,0.0,0.0,0.0
DescribableTextures,9,8,1,1,0,0.10638298094272614,0.002648289781063795,0.0,0.0,0.0,0.0
DescribableTextures,9,9,1,1,0,0.042553190141916275,0.0013409126549959183,0.0,0.0,0.0,0.0
DescribableTextures,10,0,1,1,0,0.10638298094272614,0.0035662346053868532,0.0,0.0,0.0,0.0
DescribableTextures,10,1,1,1,0,0.10638298094272614,0.005621579475700855,0.0,0.0,0.0,0.0
DescribableTextures,10,2,1,1,0,0.10638298094272614,0.004283948335796595,0.0,0.0,0.0,0.0
DescribableTextures,10,3,1,1,0,0.10638298094272614,0.0022327108308672905,0.0,0.0,0.0,0.0
DescribableTextures,10,4,1,1,0,0.10638298094272614,0.0031601623632013798,0.0,0.0,0.0,0.0
DescribableTextures,10,5,1,1,0,0.10638298094272614,0.0014758750330656767,0.0,0.0,0.0,0.0
DescribableTextures,10,6,1,1,0,0.10638298094272614,0.0029337615706026554,0.0,0.0,0.0,0.0
DescribableTextures,10,7,1,1,0,0.10638298094272614,0.02130565419793129,0.0,0.0,0.0,0.0
