dataset,round,client,lambda_before,lambda_after,action,valid,invalid_reason,raw_alignment,raw_pull_ratio,effective_pull_ratio,utility,negative_streak,warmup_pull_ref,cooldown_until,decay_count,ce_loss,mse_loss,weighted_mse_loss,ce_grad_norm,mse_grad_norm,spf_gamma,spf_rank
Food101,0,0,0.3,0.3,warmup,1,,-7.781936460543443e-09,3.2043177145096687e-06,9.612953143529006e-07,-2.334580938163033e-09,0,,-1,0,2.54296875,0.0002354550815653056,7.063652446959168e-05,105.81465911865234,0.00033906378666870296,0.01000213623046875,8.0
Food101,0,1,0.3,0.3,warmup,1,,1.229776487960453e-08,4.072926741121983e-06,1.2218780223365948e-06,3.6893294638813587e-09,0,,-1,0,2.01953125,0.0002354550815653056,7.063652446959168e-05,83.2481918334961,0.00033906378666870296,0.01000213623046875,8.0
Food101,0,2,0.3,0.3,warmup,1,,-2.303164097404626e-08,3.5314280733576333e-06,1.05942842200729e-06,-6.909492292213878e-09,0,,-1,0,1.736328125,0.0002354550815653056,7.063652446959168e-05,96.01322174072266,0.00033906378666870296,0.01000213623046875,8.0
Food101,0,3,0.3,0.3,warmup,1,,6.821075729551377e-09,3.5063950223038383e-06,1.0519185066911514e-06,2.046322718865413e-09,0,,-1,0,2.1640625,0.0002354550815653056,7.063652446959168e-05,96.69868469238281,0.00033906378666870296,0.01000213623046875,8.0
Food101,0,4,0.3,0.3,warmup,1,,2.5722565373968155e-08,4.592597206319761e-06,1.3777791618959282e-06,7.716769612190447e-09,0,,-1,0,1.736328125,0.0002354550815653056,7.063652446959168e-05,73.82833099365234,0.00033906378666870296,0.01000213623046875,8.0
Food101,0,5,0.3,0.3,warmup,1,,-5.012544484948325e-09,3.5406971682114594e-06,1.0622091504634377e-06,-1.5037633454844974e-09,0,,-1,0,3.2109375,0.0002354550815653056,7.063652446959168e-05,95.76187133789062,0.00033906378666870296,0.01000213623046875,8.0
Food101,0,6,0.3,0.3,warmup,1,,-2.2555688290587785e-08,3.346505619574366e-06,1.0039516858723097e-06,-6.766706487176335e-09,0,,-1,0,2.53125,0.0002354550815653056,7.063652446959168e-05,101.31875610351562,0.00033906378666870296,0.01000213623046875,8.0
Food101,0,7,0.3,0.3,warmup,1,,-4.787368621384644e-08,7.0136300539824936e-06,2.104089016194748e-06,-1.4362105864153932e-08,0,,-1,0,1.6552734375,0.0002354550815653056,7.063652446959168e-05,48.34355163574219,0.00033906378666870296,0.01000213623046875,8.0
Food101,0,8,0.3,0.3,warmup,1,,-1.5066173683749866e-08,5.4079790492033526e-06,1.6223937147610057e-06,-4.51985210512496e-09,0,,-1,0,1.6494140625,0.0002354550815653056,7.063652446959168e-05,62.69694900512695,0.00033906378666870296,0.01000213623046875,8.0
Food101,0,9,0.3,0.3,warmup,1,,-5.82316855097077e-08,5.110796443634387e-06,1.533238933090316e-06,-1.746950565291231e-08,0,,-1,0,2.015625,0.0002354550815653056,7.063652446959168e-05,66.3426513671875,0.00033906378666870296,0.01000213623046875,8.0
Food101,5,0,0.3,0.3,warmup,1,,-4.5191420090197315e-08,1.2657428346509729e-05,3.7972285039529184e-06,-1.3557426027059194e-08,0,,-1,0,0.311767578125,0.00023609559866599739,7.082867959979921e-05,26.822738647460938,0.00033950689248740673,0.01000213623046875,8.0
Food101,5,1,0.3,0.3,warmup,1,,-2.832854194536774e-07,2.7632181857475912e-05,8.289654557242773e-06,-8.498562583610322e-08,0,,-1,0,0.495849609375,0.00023686542408540845,7.105962722562253e-05,12.30703067779541,0.00034007010981440544,0.01000213623046875,8.0
Food101,5,2,0.3,0.3,warmup,1,,-2.3615773068869098e-07,2.123795357426518e-05,6.371386072279554e-06,-7.084731920660729e-08,0,,-1,0,0.81201171875,0.00023574422812089324,7.072326843626797e-05,15.973822593688965,0.0003392513026483357,0.01000213623046875,8.0
Food101,5,3,0.3,0.3,warmup,1,,1.1668436192486939e-07,7.605873504511491e-05,2.2817620513534474e-05,3.5005308577460814e-08,0,,-1,0,0.173583984375,0.00023616354155819863,7.084906246745959e-05,4.465176582336426,0.000339615682605654,0.01000213623046875,8.0
Food101,5,4,0.3,0.3,warmup,1,,-4.439611561891679e-08,3.679451064494093e-05,1.1038353193482279e-05,-1.3318834685675037e-08,0,,-1,0,0.2529296875,0.00023458019131794572,7.037405739538371e-05,9.197257041931152,0.0003384085721336305,0.01000213623046875,8.0
Food101,5,5,0.3,0.3,warmup,1,,-1.0380460379718666e-07,2.79973456824481e-05,8.39920370473443e-06,-3.1141381139156e-08,0,,-1,0,0.515625,0.00023501587565988302,7.05047626979649e-05,12.099552154541016,0.0003387553442735225,0.01000213623046875,8.0
Food101,5,6,0.3,0.3,warmup,1,,2.8717618000645965e-07,2.7661679187427872e-05,8.29850375622836e-06,8.61528540019379e-08,0,,-1,0,0.61767578125,0.00023583626898471266,7.07508806954138e-05,12.267678260803223,0.0003393445804249495,0.01000213623046875,8.0
Food101,5,7,0.3,0.3,warmup,1,,3.402779315983025e-07,1.6462932869924326e-05,4.938879860977298e-06,1.0208337947949075e-07,0,,-1,0,0.79541015625,0.00023585400776937604,7.075620233081281e-05,20.613250732421875,0.0003393545630387962,0.01000213623046875,8.0
Food101,5,8,0.3,0.3,warmup,1,,-5.1443995665215805e-08,2.9978847668727172e-05,8.993654300618152e-06,-1.543319869956474e-08,0,,-1,0,0.58154296875,0.0002341715298825875,7.025145896477625e-05,11.277515411376953,0.0003380869165994227,0.01000213623046875,8.0
Food101,5,9,0.3,0.3,warmup,1,,-3.5381621236827775e-07,2.852388314997743e-05,8.557164944993229e-06,-1.0614486371048332e-07,0,,-1,0,0.65380859375,0.0002356685436097905,7.070056308293715e-05,11.89163875579834,0.00033919571433216333,0.01000213623046875,8.0
Food101,10,0,0.3,0.3,warmup,1,,7.764873755226945e-07,5.381922026212749e-05,1.6145766078638245e-05,2.3294621265680835e-07,0,,-1,0,0.1268310546875,0.00023600007989443839,7.080002396833151e-05,6.307048797607422,0.000339440448442474,0.01000213623046875,8.0
Food101,10,1,0.3,0.3,warmup,1,,-2.3641527075956704e-07,4.983289638499412e-05,1.4949868915498234e-05,-7.092458122787011e-08,0,,-1,0,0.27880859375,0.00023663556203246117,7.099066860973834e-05,6.821671009063721,0.0003399436245672405,0.01000213623046875,8.0
Food101,10,2,0.3,0.3,warmup,1,,-1.7467381829381052e-07,1.5062722438176189e-05,4.5188167314528565e-06,-5.2402145488143153e-08,0,,-1,0,0.452392578125,0.00023540941765531898,7.062282529659569e-05,22.50817108154297,0.00033903433359228075,0.01000213623046875,8.0
Food101,10,3,0.3,0.3,warmup,1,,2.92529980773842e-07,3.3927594827314285e-05,1.0178278448194286e-05,8.77589942321526e-08,0,,-1,0,0.42236328125,0.0002361360238865018,7.084080716595054e-05,10.007529258728027,0.0003395313979126513,0.01000213623046875,8.0
Food101,10,4,0.3,0.3,warmup,1,,1.8898046910018565e-07,3.6678169896970065e-05,1.1003450969091019e-05,5.6694140730055695e-08,0,,-1,0,0.2841796875,0.0002341068466193974,7.023205398581922e-05,9.218092918395996,0.0003381027781870216,0.01000213623046875,8.0
Food101,10,5,0.3,0.3,warmup,1,,-1.3638880223298495e-09,4.2583738324406586e-05,1.2775121497321976e-05,-4.0916640669895485e-10,0,,-1,0,0.462158203125,0.0002338836493436247,7.016509480308741e-05,7.936813831329346,0.0003379792033229023,0.01000213623046875,8.0
Food101,10,6,0.3,0.3,warmup,1,,-1.6000236983724317e-07,3.066144881621808e-05,9.198434644865424e-06,-4.800071095117295e-08,0,,-1,0,0.315673828125,0.0002355665055802092,7.066995167406275e-05,11.061506271362305,0.00033916180836968124,0.01000213623046875,8.0
Food101,10,7,0.3,0.3,warmup,1,,2.3292127462608457e-07,3.816659724046378e-05,1.1449979172139133e-05,6.987638238782537e-08,0,,-1,0,0.529296875,0.0002358253113925457,7.07475934177637e-05,8.889647483825684,0.00033928759512491524,0.01000213623046875,8.0
Food101,10,8,0.3,0.3,warmup,1,,1.0852063269990075e-07,3.264015857683877e-05,9.792047573051632e-06,3.255618980997023e-08,0,,-1,0,0.56103515625,0.00023423707170877606,7.027112151263282e-05,10.362421989440918,0.00033823109697550535,0.01000213623046875,8.0
