dataset,round,selected_client_count,valid_client_count,svd_rank,effective_dimension,alpha_round,alpha_edge,dynamic_margin,raw_pairwise_cos_mean,raw_pairwise_cos_std,significant_edge_count,consensus_detected,core_size,core_coverage,core_ids,core_score,n_eff,active_alpha_ratio,rcon_norm,fedavg_global_update_norm,rcon_to_fedavg_ratio,zero_consensus_reason
Caltech101,25,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.006152973044663668,0.10173071920871735,0,0,0,0.0,[],0.0,0.0,0.0,0.0,0.0001275385293411091,0.0,no_significant_core
Caltech101,26,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.01857740618288517,0.09393925219774246,0,0,0,0.0,[],0.0,0.0,0.0,0.0,0.00014105621085036546,0.0,no_significant_core
Caltech101,27,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,-0.01791713945567608,0.105525903403759,0,0,0,0.0,[],0.0,0.0,0.0,0.0,0.00016876659356057644,0.0,no_significant_core
Caltech101,28,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.014402909204363823,0.0988893136382103,0,0,0,0.0,[],0.0,0.0,0.0,0.0,0.00013398515875451267,0.0,no_significant_core
Caltech101,29,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.007995698601007462,0.09603068977594376,0,0,0,0.0,[],0.0,0.0,0.0,0.0,0.0001282738521695137,0.0,no_significant_core
Caltech101,30,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,-0.0029647655319422483,0.09372705966234207,0,0,0,0.0,[],0.0,0.0,0.0,0.0,0.0001406949304509908,0.0,no_significant_core
Caltech101,31,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.008582190610468388,0.08915149420499802,0,0,0,0.0,[],0.0,0.0,0.0,0.0,0.00020179389684926718,0.0,no_significant_core
Caltech101,32,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.0018558952724561095,0.10886584222316742,1,0,0,0.0,[],0.0,0.0,0.0,0.0,0.00018506361811887473,0.0,no_significant_core
Caltech101,33,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.010196270421147346,0.09579911828041077,0,0,0,0.0,[],0.0,0.0,0.0,0.0,0.00018823353457264602,0.0,no_significant_core
Caltech101,34,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.023892559111118317,0.12772497534751892,2,0,0,0.0,[],0.0,0.0,0.0,0.0,0.00011831493611680344,0.0,no_significant_core
Caltech101,35,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,-0.0065848128870129585,0.11273649334907532,0,0,0,0.0,[],0.0,0.0,0.0,0.0,0.00015060511941555887,0.0,no_significant_core
Caltech101,36,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,-0.003094022162258625,0.13113878667354584,0,0,0,0.0,[],0.0,0.0,0.0,0.0,9.268725261790678e-05,0.0,no_significant_core
Caltech101,37,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,-0.026646550744771957,0.11129172891378403,0,0,0,0.0,[],0.0,0.0,0.0,0.0,8.801198418950662e-05,0.0,no_significant_core
Caltech101,38,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.025094281882047653,0.10885835438966751,2,0,0,0.0,[],0.0,0.0,0.0,0.0,0.00011044028360629454,0.0,no_significant_core
Caltech101,39,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.0006716807838529348,0.09942413121461868,0,0,0,0.0,[],0.0,0.0,0.0,0.0,0.00010840510367415845,0.0,no_significant_core
Caltech101,40,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.01321318093687296,0.11618239432573318,1,0,0,0.0,[],0.0,0.0,0.0,0.0,0.00011072347115259618,0.0,no_significant_core
Caltech101,41,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.016016002744436264,0.11184617131948471,0,0,0,0.0,[],0.0,0.0,0.0,0.0,0.00012719279038719833,0.0,no_significant_core
Caltech101,42,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.0306837297976017,0.10197112709283829,0,0,0,0.0,[],0.0,0.0,0.0,0.0,0.00011322350474074483,0.0,no_significant_core
Caltech101,43,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,-0.01154913567006588,0.10623912513256073,0,0,0,0.0,[],0.0,0.0,0.0,0.0,8.989184425445274e-05,0.0,no_significant_core
Caltech101,44,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,-0.007853833958506584,0.09359464049339294,1,0,0,0.0,[],0.0,0.0,0.0,0.0,0.00011088375322287902,0.0,no_significant_core
Caltech101,45,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.0023701158352196217,0.10652369260787964,0,0,0,0.0,[],0.0,0.0,0.0,0.0,0.00010787563223857433,0.0,no_significant_core
Caltech101,46,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,-0.018617065623402596,0.13603253662586212,0,0,0,0.0,[],0.0,0.0,0.0,0.0,0.00010035806189989671,0.0,no_significant_core
Caltech101,47,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,-0.006169832777231932,0.11072307825088501,1,0,0,0.0,[],0.0,0.0,0.0,0.0,7.801494211889803e-05,0.0,no_significant_core
Caltech101,48,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.006327037233859301,0.1211080476641655,0,0,0,0.0,[],0.0,0.0,0.0,0.0,9.085480269277468e-05,0.0,no_significant_core
Caltech101,49,10,10,8,128,0.05,0.0011111111111111111,0.27036266284689664,0.009187637828290462,0.10900554805994034,0,0,0,0.0,[],0.0,0.0,0.0,0.0,0.00014859589282423258,0.0,no_significant_core
