idx,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49
0,91.2280701754386,99.24812030075188,98.24561403508773,99.24812030075188,99.24812030075188,99.24812030075188,99.49874686716792,99.24812030075188,99.24812030075188,99.24812030075188,99.49874686716792,99.74937343358395,99.74937343358395,99.49874686716792,99.74937343358395,99.74937343358395,99.74937343358395,99.49874686716792,99.74937343358395,99.49874686716792,99.74937343358395,99.49874686716792,100.0,99.49874686716792,100.0,99.74937343358395,99.74937343358395,100.0,99.74937343358395,99.74937343358395,100.0,99.74937343358395,99.74937343358395,100.0,99.74937343358395,100.0,99.74937343358395,99.74937343358395,100.0,99.74937343358395,100.0,100.0,99.74937343358395,99.74937343358395,99.74937343358395,99.74937343358395,99.74937343358395,99.74937343358395,99.74937343358395,100.0
1,94.31818181818181,94.88636363636364,97.1590909090909,97.72727272727273,98.86363636363636,98.86363636363636,99.43181818181819,98.86363636363636,99.43181818181819,99.43181818181819,99.43181818181819,99.43181818181819,99.43181818181819,98.86363636363636,99.43181818181819,99.43181818181819,98.86363636363636,98.29545454545455,99.43181818181819,99.43181818181819,98.86363636363636,97.1590909090909,99.43181818181819,98.86363636363636,98.86363636363636,98.29545454545455,98.29545454545455,99.43181818181819,98.29545454545455,98.86363636363636,99.43181818181819,98.86363636363636,98.86363636363636,98.86363636363636,98.86363636363636,98.29545454545455,99.43181818181819,98.29545454545455,98.86363636363636,98.86363636363636,99.43181818181819,99.43181818181819,98.86363636363636,98.86363636363636,98.86363636363636,99.43181818181819,97.72727272727273,99.43181818181819,97.72727272727273,98.86363636363636
2,75.32467532467533,88.31168831168831,89.6103896103896,94.8051948051948,96.1038961038961,92.85714285714286,92.20779220779221,94.8051948051948,95.45454545454545,96.75324675324676,97.40259740259741,94.8051948051948,96.75324675324676,97.40259740259741,96.1038961038961,98.7012987012987,94.15584415584415,98.05194805194805,95.45454545454545,98.7012987012987,96.1038961038961,98.05194805194805,96.75324675324676,94.8051948051948,94.15584415584415,96.1038961038961,94.8051948051948,96.1038961038961,97.40259740259741,96.1038961038961,96.1038961038961,96.1038961038961,94.8051948051948,95.45454545454545,94.15584415584415,97.40259740259741,96.75324675324676,94.8051948051948,98.7012987012987,98.7012987012987,93.50649350649351,98.05194805194805,92.85714285714286,97.40259740259741,94.8051948051948,96.75324675324676,96.75324675324676,99.35064935064935,96.75324675324676,93.50649350649351
3,91.9753086419753,93.82716049382717,95.06172839506173,95.67901234567901,97.53086419753086,96.91358024691358,95.67901234567901,96.29629629629629,96.91358024691358,98.14814814814815,96.91358024691358,97.53086419753086,95.06172839506173,96.29629629629629,97.53086419753086,97.53086419753086,96.29629629629629,98.14814814814815,95.67901234567901,98.14814814814815,96.91358024691358,97.53086419753086,96.91358024691358,97.53086419753086,97.53086419753086,96.91358024691358,98.76543209876543,96.29629629629629,96.29629629629629,96.29629629629629,97.53086419753086,96.29629629629629,97.53086419753086,98.14814814814815,98.14814814814815,98.14814814814815,95.67901234567901,96.29629629629629,98.14814814814815,96.91358024691358,98.14814814814815,98.14814814814815,97.53086419753086,96.91358024691358,95.67901234567901,97.53086419753086,96.29629629629629,98.14814814814815,96.91358024691358,97.53086419753086
4,98.19004524886878,96.38009049773756,97.73755656108597,96.38009049773756,97.73755656108597,99.5475113122172,98.19004524886878,99.5475113122172,99.5475113122172,99.5475113122172,99.5475113122172,99.5475113122172,100.0,100.0,99.09502262443439,100.0,100.0,100.0,100.0,99.5475113122172,100.0,100.0,100.0,99.5475113122172,99.5475113122172,100.0,99.5475113122172,99.5475113122172,99.5475113122172,100.0,100.0,99.5475113122172,99.09502262443439,99.09502262443439,100.0,100.0,99.5475113122172,99.09502262443439,100.0,100.0,100.0,99.5475113122172,99.09502262443439,99.5475113122172,99.5475113122172,99.09502262443439,99.5475113122172,99.5475113122172,99.5475113122172,100.0
5,95.54140127388536,98.72611464968153,98.72611464968153,100.0,100.0,100.0,99.36305732484077,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.36305732484077,100.0,100.0,100.0,99.36305732484077,100.0,99.36305732484077,99.36305732484077,99.36305732484077,100.0,100.0,100.0,100.0,99.36305732484077,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
6,97.6608187134503,97.6608187134503,98.24561403508773,98.24561403508773,98.24561403508773,98.24561403508773,98.24561403508773,98.83040935672514,98.83040935672514,98.83040935672514,98.83040935672514,98.83040935672514,98.24561403508773,98.83040935672514,98.83040935672514,99.41520467836257,99.41520467836257,99.41520467836257,99.41520467836257,99.41520467836257,99.41520467836257,99.41520467836257,98.24561403508773,98.83040935672514,99.41520467836257,98.83040935672514,100.0,98.83040935672514,99.41520467836257,99.41520467836257,98.24561403508773,99.41520467836257,99.41520467836257,99.41520467836257,100.0,98.83040935672514,98.83040935672514,98.83040935672514,99.41520467836257,98.24561403508773,98.83040935672514,100.0,98.83040935672514,98.83040935672514,97.6608187134503,100.0,99.41520467836257,100.0,99.41520467836257,100.0
7,97.27722772277228,96.03960396039604,97.27722772277228,97.02970297029702,98.51485148514851,98.26732673267327,97.27722772277228,98.26732673267327,98.51485148514851,98.26732673267327,97.77227722772277,98.26732673267327,98.01980198019803,98.51485148514851,98.51485148514851,98.51485148514851,98.51485148514851,98.76237623762377,99.00990099009901,99.00990099009901,99.00990099009901,98.51485148514851,98.76237623762377,98.76237623762377,99.00990099009901,98.26732673267327,99.00990099009901,98.76237623762377,98.76237623762377,98.76237623762377,99.00990099009901,98.76237623762377,99.00990099009901,98.76237623762377,99.00990099009901,98.76237623762377,98.76237623762377,99.00990099009901,98.51485148514851,98.26732673267327,98.51485148514851,98.76237623762377,98.76237623762377,98.76237623762377,98.76237623762377,98.76237623762377,98.76237623762377,98.76237623762377,98.76237623762377,98.76237623762377
8,97.83132530120481,99.27710843373494,99.75903614457832,99.27710843373494,99.51807228915662,99.27710843373494,99.27710843373494,99.27710843373494,99.27710843373494,99.27710843373494,99.27710843373494,99.27710843373494,99.27710843373494,99.51807228915662,98.79518072289157,99.51807228915662,99.03614457831326,99.03614457831326,99.27710843373494,99.27710843373494,97.59036144578313,99.51807228915662,99.51807228915662,99.27710843373494,99.27710843373494,99.03614457831326,99.03614457831326,99.51807228915662,99.51807228915662,99.27710843373494,99.51807228915662,98.79518072289157,99.03614457831326,99.27710843373494,99.03614457831326,99.51807228915662,99.51807228915662,99.51807228915662,99.51807228915662,99.51807228915662,99.51807228915662,99.27710843373494,99.51807228915662,99.27710843373494,99.27710843373494,99.27710843373494,99.51807228915662,99.27710843373494,99.27710843373494,99.27710843373494
9,93.68932038834951,94.1747572815534,97.57281553398059,98.54368932038835,99.02912621359224,99.02912621359224,99.02912621359224,99.02912621359224,99.02912621359224,99.02912621359224,99.02912621359224,99.02912621359224,99.02912621359224,99.51456310679612,99.02912621359224,99.51456310679612,100.0,99.51456310679612,99.02912621359224,99.02912621359224,99.51456310679612,99.51456310679612,99.51456310679612,99.02912621359224,99.51456310679612,99.51456310679612,99.51456310679612,99.51456310679612,99.51456310679612,99.51456310679612,99.51456310679612,99.02912621359224,99.51456310679612,99.51456310679612,99.51456310679612,99.51456310679612,99.02912621359224,99.51456310679612,99.51456310679612,99.51456310679612,99.51456310679612,99.51456310679612,99.51456310679612,99.51456310679612,99.51456310679612,99.51456310679612,99.51456310679612,99.51456310679612,99.02912621359224,99.02912621359224
