idx,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49
0,56.87732342007435,63.56877323420074,71.00371747211896,86.98884758364312,91.82156133828997,96.28252788104089,96.6542750929368,92.19330855018588,95.53903345724908,95.16728624535315,95.53903345724908,95.53903345724908,93.68029739776952,97.39776951672863,97.76951672862454,97.39776951672863,98.51301115241635,97.39776951672863,97.39776951672863,97.76951672862454,95.91078066914498,97.76951672862454,97.76951672862454,97.39776951672863,97.39776951672863,97.02602230483271,97.39776951672863,96.28252788104089,98.14126394052045,98.51301115241635,98.14126394052045,97.02602230483271,98.14126394052045,97.39776951672863,97.76951672862454,97.76951672862454,97.76951672862454,97.76951672862454,97.02602230483271,97.39776951672863,97.02602230483271,97.76951672862454,97.02602230483271,97.39776951672863,97.39776951672863,97.02602230483271,97.02602230483271,97.76951672862454,97.39776951672863,97.39776951672863
1,80.53097345132744,95.87020648967551,96.7551622418879,97.05014749262537,99.11504424778761,96.46017699115045,98.82005899705015,98.52507374631269,98.82005899705015,98.82005899705015,99.41002949852508,100.0,99.41002949852508,100.0,99.11504424778761,99.70501474926253,99.70501474926253,99.70501474926253,99.41002949852508,99.70501474926253,99.70501474926253,99.70501474926253,99.70501474926253,99.70501474926253,99.70501474926253,99.70501474926253,99.70501474926253,98.82005899705015,99.70501474926253,100.0,99.70501474926253,100.0,100.0,100.0,100.0,100.0,99.70501474926253,100.0,99.70501474926253,99.70501474926253,99.70501474926253,99.70501474926253,100.0,99.70501474926253,99.70501474926253,100.0,99.70501474926253,99.70501474926253,100.0,99.70501474926253
2,82.51121076233184,87.89237668161435,92.82511210762331,90.13452914798206,94.17040358744394,97.30941704035874,96.41255605381166,97.75784753363229,97.30941704035874,97.75784753363229,98.20627802690584,97.75784753363229,98.65470852017937,98.20627802690584,98.20627802690584,97.30941704035874,97.75784753363229,99.10313901345292,98.20627802690584,98.20627802690584,98.20627802690584,98.65470852017937,98.20627802690584,99.10313901345292,99.10313901345292,96.8609865470852,99.10313901345292,99.10313901345292,97.75784753363229,98.20627802690584,99.55156950672645,98.65470852017937,99.55156950672645,97.30941704035874,99.10313901345292,98.20627802690584,98.65470852017937,99.10313901345292,98.65470852017937,98.65470852017937,99.55156950672645,98.20627802690584,99.10313901345292,100.0,99.55156950672645,97.75784753363229,99.10313901345292,99.10313901345292,100.0,99.10313901345292
3,84.83412322274881,94.31279620853081,95.260663507109,98.10426540284361,98.5781990521327,97.6303317535545,99.0521327014218,99.0521327014218,98.10426540284361,98.5781990521327,98.10426540284361,99.0521327014218,99.0521327014218,100.0,99.0521327014218,99.0521327014218,100.0,100.0,98.5781990521327,100.0,99.0521327014218,98.5781990521327,99.5260663507109,99.0521327014218,100.0,99.0521327014218,100.0,99.5260663507109,99.5260663507109,100.0,99.5260663507109,99.5260663507109,98.5781990521327,99.0521327014218,99.5260663507109,100.0,100.0,100.0,100.0,99.0521327014218,99.5260663507109,99.5260663507109,98.5781990521327,98.5781990521327,99.5260663507109,99.0521327014218,100.0,99.0521327014218,99.5260663507109,98.5781990521327
4,76.40449438202248,95.50561797752809,96.62921348314607,96.62921348314607,97.19101123595506,97.19101123595506,97.19101123595506,97.19101123595506,97.19101123595506,98.31460674157303,98.31460674157303,98.31460674157303,98.31460674157303,97.75280898876404,98.31460674157303,97.75280898876404,97.19101123595506,98.87640449438203,97.75280898876404,99.43820224719101,99.43820224719101,99.43820224719101,99.43820224719101,98.31460674157303,99.43820224719101,100.0,99.43820224719101,99.43820224719101,100.0,100.0,100.0,99.43820224719101,100.0,100.0,100.0,100.0,97.19101123595506,100.0,99.43820224719101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
5,87.40458015267176,95.41984732824427,98.09160305343511,97.70992366412214,98.85496183206106,98.47328244274809,97.70992366412214,98.85496183206106,98.47328244274809,98.85496183206106,98.09160305343511,98.85496183206106,98.85496183206106,98.85496183206106,98.09160305343511,98.85496183206106,99.23664122137404,98.85496183206106,98.47328244274809,98.47328244274809,99.23664122137404,98.85496183206106,98.85496183206106,99.23664122137404,98.85496183206106,99.23664122137404,98.85496183206106,99.23664122137404,99.23664122137404,98.85496183206106,99.23664122137404,98.85496183206106,99.23664122137404,98.85496183206106,99.61832061068702,99.23664122137404,99.61832061068702,99.61832061068702,99.23664122137404,99.61832061068702,99.23664122137404,99.61832061068702,99.61832061068702,99.61832061068702,99.61832061068702,99.61832061068702,99.61832061068702,99.61832061068702,99.61832061068702,99.61832061068702
6,61.88340807174888,78.47533632286995,86.99551569506727,95.06726457399103,99.55156950672645,99.55156950672645,97.75784753363229,100.0,99.10313901345292,100.0,100.0,100.0,99.55156950672645,100.0,100.0,100.0,100.0,100.0,100.0,99.55156950672645,99.10313901345292,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
7,63.24786324786325,86.75213675213675,94.44444444444444,94.87179487179488,94.44444444444444,99.14529914529915,98.2905982905983,98.2905982905983,99.57264957264957,97.43589743589743,99.14529914529915,99.57264957264957,99.57264957264957,100.0,99.57264957264957,100.0,99.14529914529915,100.0,100.0,100.0,100.0,100.0,100.0,99.57264957264957,100.0,100.0,99.57264957264957,100.0,100.0,97.86324786324786,100.0,99.57264957264957,99.57264957264957,96.58119658119658,100.0,100.0,100.0,99.57264957264957,100.0,100.0,100.0,99.57264957264957,100.0,100.0,100.0,100.0,100.0,99.57264957264957,99.57264957264957,99.57264957264957
8,77.07317073170732,87.8048780487805,93.17073170731707,95.60975609756098,98.04878048780488,96.09756097560975,97.5609756097561,97.07317073170732,97.5609756097561,98.53658536585365,97.5609756097561,98.53658536585365,97.5609756097561,98.53658536585365,98.04878048780488,99.02439024390245,99.02439024390245,99.51219512195122,97.5609756097561,98.53658536585365,98.53658536585365,99.02439024390245,99.51219512195122,99.02439024390245,98.53658536585365,98.04878048780488,98.53658536585365,98.53658536585365,98.53658536585365,99.02439024390245,98.53658536585365,98.53658536585365,99.02439024390245,98.53658536585365,99.02439024390245,98.53658536585365,99.02439024390245,99.02439024390245,98.53658536585365,99.02439024390245,99.02439024390245,99.02439024390245,98.53658536585365,98.53658536585365,99.02439024390245,98.53658536585365,99.02439024390245,99.02439024390245,99.02439024390245,98.53658536585365
9,81.50470219435736,93.73040752351098,98.43260188087774,100.0,99.68652037617555,100.0,99.3730407523511,100.0,100.0,99.3730407523511,99.68652037617555,99.05956112852665,99.68652037617555,99.68652037617555,99.68652037617555,99.3730407523511,99.68652037617555,99.68652037617555,99.3730407523511,99.68652037617555,98.11912225705329,99.68652037617555,99.68652037617555,99.68652037617555,99.68652037617555,99.68652037617555,99.68652037617555,99.68652037617555,99.68652037617555,99.68652037617555,99.3730407523511,99.68652037617555,99.68652037617555,99.3730407523511,99.3730407523511,99.3730407523511,99.3730407523511,99.68652037617555,99.68652037617555,99.3730407523511,99.68652037617555,99.3730407523511,99.68652037617555,99.68652037617555,99.68652037617555,99.68652037617555,99.68652037617555,99.68652037617555,99.68652037617555,99.3730407523511
