round,client_id,num_test_samples,global_acc,personalized_acc,global_macro_f1,personalized_macro_f1,gamma_mean,correction_ratio,seed,method_label
0,0,180,52.77777777777778,66.11111111111111,61.12979154313525,69.86605100689607,0.04998779296875,0.039767109837971236,1,A1
0,1,180,28.333333333333332,47.77777777777778,32.378294573643416,53.28110191444999,0.04998779296875,0.039767109837971236,1,A1
0,2,180,26.11111111111111,22.22222222222222,30.092849694060885,27.66711895070104,0.04998779296875,0.039767109837971236,1,A1
0,3,180,8.333333333333334,4.444444444444445,14.056690837178643,7.444717444717444,0.04998779296875,0.039767109837971236,1,A1
0,4,180,17.22222222222222,36.111111111111114,24.107348191698915,37.205399251910876,0.04998779296875,0.039767109837971236,1,A1
0,5,180,36.111111111111114,46.666666666666664,34.050154586052905,45.49221959334319,0.04998779296875,0.039767109837971236,1,A1
0,6,180,17.22222222222222,43.888888888888886,24.677635812115085,50.97685945781576,0.04998779296875,0.039767109837971236,1,A1
0,7,180,18.88888888888889,36.666666666666664,27.46539175110604,43.67848367848368,0.04998779296875,0.039767109837971236,1,A1
0,8,180,24.444444444444443,33.888888888888886,25.33895921237693,34.19607843137255,0.04998779296875,0.039767109837971236,1,A1
0,9,72,36.111111111111114,26.38888888888889,52.81602002503129,37.33862959285005,0.04998779296875,0.039767109837971236,1,A1
1,0,180,53.333333333333336,59.44444444444444,61.49845513760529,60.29160051117222,0.04998779296875,0.03972118975300538,1,A1
1,1,180,28.333333333333332,55.0,32.52013854527461,59.53980801806888,0.04998779296875,0.03972118975300538,1,A1
1,2,180,26.11111111111111,45.0,30.092849694060885,54.38243854714443,0.04998779296875,0.03972118975300538,1,A1
1,3,180,7.777777777777778,31.666666666666668,13.133613914101721,33.622739018087856,0.04998779296875,0.03972118975300538,1,A1
1,4,180,17.77777777777778,41.111111111111114,24.610492845786965,36.92454609384989,0.04998779296875,0.03972118975300538,1,A1
1,5,180,36.111111111111114,52.22222222222222,33.850330901069064,50.02305288019573,0.04998779296875,0.03972118975300538,1,A1
1,6,180,17.22222222222222,70.55555555555556,24.774254169603008,78.4984007949824,0.04998779296875,0.03972118975300538,1,A1
1,7,180,17.77777777777778,49.44444444444444,26.214848980806426,56.067076005578976,0.04998779296875,0.03972118975300538,1,A1
1,8,180,25.0,45.0,26.391590791324305,40.815435954479334,0.04998779296875,0.03972118975300538,1,A1
1,9,72,36.111111111111114,44.44444444444444,52.81602002503129,61.53846153846154,0.04998779296875,0.03972118975300538,1,A1
2,0,180,53.333333333333336,67.22222222222223,61.49845513760529,68.07070933838875,0.04998779296875,0.03971044640792044,1,A1
2,1,180,28.88888888888889,67.77777777777777,33.429249011857706,68.92602739726027,0.04998779296875,0.03971044640792044,1,A1
2,2,180,26.666666666666668,57.22222222222222,31.09150016639557,65.7258286429018,0.04998779296875,0.03971044640792044,1,A1
2,3,180,7.222222222222222,52.22222222222222,12.138725191356773,50.7687413806435,0.04998779296875,0.03971044640792044,1,A1
2,4,180,17.77777777777778,42.77777777777778,24.610492845786965,41.75261145976001,0.04998779296875,0.03971044640792044,1,A1
2,5,180,36.111111111111114,73.33333333333333,33.850330901069064,73.69950517318938,0.04998779296875,0.03971044640792044,1,A1
2,6,180,17.22222222222222,72.77777777777777,24.74985883681536,80.62276101697509,0.04998779296875,0.03971044640792044,1,A1
2,7,180,17.22222222222222,50.0,25.5487990270599,57.450250760700925,0.04998779296875,0.03971044640792044,1,A1
2,8,180,25.0,47.77777777777778,26.391590791324305,40.799805033676,0.04998779296875,0.03971044640792044,1,A1
2,9,72,36.111111111111114,66.66666666666667,52.81602002503129,78.68852459016394,0.04998779296875,0.03971044640792044,1,A1
3,0,180,53.333333333333336,67.77777777777777,61.49845513760529,69.7035512094699,0.04998779296875,0.03969681400217508,1,A1
3,1,180,28.88888888888889,71.66666666666667,33.429249011857706,73.74960398106138,0.04998779296875,0.03969681400217508,1,A1
3,2,180,26.11111111111111,73.33333333333333,30.092849694060885,78.60724896019013,0.04998779296875,0.03969681400217508,1,A1
3,3,180,8.333333333333334,56.111111111111114,13.853656331917202,55.013369231706,0.04998779296875,0.03969681400217508,1,A1
3,4,180,17.77777777777778,50.55555555555556,24.610492845786965,52.60896163043203,0.04998779296875,0.03969681400217508,1,A1
3,5,180,36.111111111111114,71.11111111111111,34.050154586052905,73.42217148109361,0.04998779296875,0.03969681400217508,1,A1
3,6,180,18.333333333333332,77.77777777777777,26.308300395256918,81.12606107962475,0.04998779296875,0.03969681400217508,1,A1
3,7,180,17.22222222222222,65.55555555555556,25.5487990270599,69.31326291079813,0.04998779296875,0.03969681400217508,1,A1
3,8,180,25.0,47.77777777777778,26.391590791324305,41.979061127997305,0.04998779296875,0.03969681400217508,1,A1
3,9,72,36.111111111111114,58.333333333333336,52.81602002503129,73.00242130750605,0.04998779296875,0.03969681400217508,1,A1
4,0,180,53.333333333333336,69.44444444444444,61.49845513760529,71.36491095111785,0.04998779296875,0.039676192755761897,1,A1
4,1,180,28.333333333333332,51.666666666666664,32.378294573643416,60.79681161940551,0.04998779296875,0.039676192755761897,1,A1
4,2,180,26.11111111111111,75.55555555555556,30.092849694060885,79.02916377967108,0.04998779296875,0.039676192755761897,1,A1
4,3,180,8.333333333333334,68.33333333333333,13.853656331917202,71.72702102502237,0.04998779296875,0.039676192755761897,1,A1
4,4,180,17.22222222222222,35.0,24.107348191698915,40.47743086529884,0.04998779296875,0.039676192755761897,1,A1
4,5,180,36.111111111111114,81.66666666666667,33.850330901069064,82.82171794913286,0.04998779296875,0.039676192755761897,1,A1
4,6,180,17.22222222222222,81.11111111111111,24.774254169603008,83.22134140044588,0.04998779296875,0.039676192755761897,1,A1
4,7,180,17.77777777777778,68.88888888888889,26.214848980806426,71.89977180659388,0.04998779296875,0.039676192755761897,1,A1
4,8,180,24.444444444444443,52.22222222222222,25.33895921237693,42.339424141749724,0.04998779296875,0.039676192755761897,1,A1
4,9,72,36.111111111111114,69.44444444444444,52.81602002503129,80.82228116710876,0.04998779296875,0.039676192755761897,1,A1
5,0,180,53.333333333333336,75.0,61.49845513760529,78.10760667903526,0.04998779296875,0.03965120095955698,1,A1
5,1,180,28.333333333333332,62.77777777777778,32.52013854527461,64.84374607165306,0.04998779296875,0.03965120095955698,1,A1
5,2,180,26.11111111111111,81.11111111111111,30.092849694060885,81.85706791618864,0.04998779296875,0.03965120095955698,1,A1
5,3,180,9.444444444444445,44.44444444444444,15.15800415800416,51.840615625407594,0.04998779296875,0.03965120095955698,1,A1
5,4,180,17.22222222222222,63.333333333333336,24.107348191698915,60.52505516028931,0.04998779296875,0.03965120095955698,1,A1
5,5,180,36.111111111111114,88.33333333333333,33.850330901069064,91.50164789037072,0.04998779296875,0.03965120095955698,1,A1
5,6,180,17.22222222222222,83.33333333333333,24.774254169603008,85.08830607381333,0.04998779296875,0.03965120095955698,1,A1
5,7,180,18.88888888888889,68.33333333333333,27.57109999634917,69.03857703857703,0.04998779296875,0.03965120095955698,1,A1
5,8,180,24.444444444444443,55.55555555555556,25.33895921237693,44.27324195351409,0.04998779296875,0.03965120095955698,1,A1
5,9,72,36.111111111111114,86.11111111111111,52.81602002503129,91.75824175824177,0.04998779296875,0.03965120095955698,1,A1
6,0,180,53.333333333333336,80.0,61.49845513760529,83.95757865323083,0.04998779296875,0.03956991492917663,1,A1
6,1,180,28.88888888888889,73.88888888888889,33.281237911025144,76.16105924949366,0.04998779296875,0.03956991492917663,1,A1
6,2,180,26.11111111111111,80.55555555555556,30.092849694060885,80.50047644787361,0.04998779296875,0.03956991492917663,1,A1
6,3,180,8.333333333333334,61.666666666666664,13.853656331917202,67.66136326266093,0.04998779296875,0.03956991492917663,1,A1
6,4,180,17.22222222222222,65.55555555555556,24.107348191698915,61.97770885830588,0.04998779296875,0.03956991492917663,1,A1
6,5,180,36.111111111111114,90.55555555555556,33.850330901069064,91.59908114484386,0.04998779296875,0.03956991492917663,1,A1
6,6,180,17.22222222222222,84.44444444444444,24.774254169603008,87.05360663693996,0.04998779296875,0.03956991492917663,1,A1
6,7,180,18.88888888888889,70.0,27.46539175110604,71.50396825396825,0.04998779296875,0.03956991492917663,1,A1
6,8,180,24.444444444444443,56.111111111111114,25.33895921237693,44.26490273184197,0.04998779296875,0.03956991492917663,1,A1
6,9,72,36.111111111111114,88.88888888888889,52.25040916530278,92.74752995585453,0.04998779296875,0.03956991492917663,1,A1
7,0,180,53.333333333333336,85.0,61.49845513760529,87.21717205826074,0.04998779296875,0.03956330881307,1,A1
7,1,180,28.333333333333332,73.33333333333333,32.378294573643416,76.2908802908803,0.04998779296875,0.03956330881307,1,A1
7,2,180,26.11111111111111,85.55555555555556,30.092849694060885,86.42725390551477,0.04998779296875,0.03956330881307,1,A1
7,3,180,8.333333333333334,57.77777777777778,14.056690837178643,65.33426315164857,0.04998779296875,0.03956330881307,1,A1
7,4,180,17.22222222222222,60.55555555555556,24.107348191698915,63.92533013890077,0.04998779296875,0.03956330881307,1,A1
7,5,180,36.111111111111114,90.55555555555556,33.850330901069064,92.70376803361661,0.04998779296875,0.03956330881307,1,A1
