idx,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24
0,88.88888888888889,89.81481481481481,91.66666666666667,94.44444444444444,89.81481481481481,92.5925925925926,90.74074074074075,91.66666666666667,91.66666666666667,91.66666666666667,90.74074074074075,92.5925925925926,89.81481481481481,91.66666666666667,91.66666666666667,90.74074074074075,91.66666666666667,94.44444444444444,90.74074074074075,91.66666666666667,92.5925925925926,91.66666666666667,90.74074074074075,90.74074074074075,89.81481481481481
1,96.96969696969697,97.97979797979798,94.94949494949495,95.95959595959596,95.95959595959596,94.94949494949495,94.94949494949495,93.93939393939394,95.95959595959596,94.94949494949495,94.94949494949495,95.95959595959596,94.94949494949495,94.94949494949495,94.94949494949495,92.92929292929293,94.94949494949495,94.94949494949495,95.95959595959596,92.92929292929293,97.97979797979798,95.95959595959596,95.95959595959596,93.93939393939394,93.93939393939394
2,93.33333333333333,93.33333333333333,93.33333333333333,93.33333333333333,91.66666666666667,94.16666666666667,92.5,94.16666666666667,92.5,91.66666666666667,92.5,95.0,94.16666666666667,95.0,95.83333333333333,95.0,93.33333333333333,93.33333333333333,93.33333333333333,94.16666666666667,90.0,93.33333333333333,94.16666666666667,91.66666666666667,93.33333333333333
3,86.48648648648648,87.38738738738739,90.09009009009009,90.09009009009009,89.1891891891892,90.990990990991,90.990990990991,92.7927927927928,92.7927927927928,92.7927927927928,91.89189189189189,91.89189189189189,90.09009009009009,92.7927927927928,92.7927927927928,90.09009009009009,92.7927927927928,90.990990990991,90.990990990991,90.990990990991,94.5945945945946,91.89189189189189,91.89189189189189,91.89189189189189,92.7927927927928
4,89.42307692307692,93.26923076923077,93.26923076923077,91.34615384615384,94.23076923076923,91.34615384615384,93.26923076923077,92.3076923076923,92.3076923076923,92.3076923076923,91.34615384615384,91.34615384615384,92.3076923076923,90.38461538461539,92.3076923076923,95.1923076923077,92.3076923076923,94.23076923076923,91.34615384615384,94.23076923076923,93.26923076923077,92.3076923076923,91.34615384615384,93.26923076923077,90.38461538461539
5,93.44262295081967,95.08196721311475,94.26229508196721,95.08196721311475,95.08196721311475,92.62295081967213,94.26229508196721,95.08196721311475,92.62295081967213,95.08196721311475,94.26229508196721,94.26229508196721,93.44262295081967,92.62295081967213,92.62295081967213,94.26229508196721,90.98360655737704,92.62295081967213,90.98360655737704,93.44262295081967,93.44262295081967,91.80327868852459,91.80327868852459,92.62295081967213,92.62295081967213
6,87.71929824561404,90.35087719298245,91.2280701754386,91.2280701754386,89.47368421052632,89.47368421052632,89.47368421052632,90.35087719298245,90.35087719298245,90.35087719298245,89.47368421052632,90.35087719298245,89.47368421052632,92.10526315789474,90.35087719298245,92.10526315789474,89.47368421052632,91.2280701754386,90.35087719298245,90.35087719298245,90.35087719298245,91.2280701754386,90.35087719298245,89.47368421052632,89.47368421052632
7,86.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667,96.66666666666667
8,95.1923076923077,98.07692307692308,96.15384615384616,96.15384615384616,98.07692307692308,98.07692307692308,97.11538461538461,98.07692307692308,97.11538461538461,99.03846153846153,97.11538461538461,99.03846153846153,97.11538461538461,96.15384615384616,99.03846153846153,97.11538461538461,95.1923076923077,99.03846153846153,98.07692307692308,97.11538461538461,97.11538461538461,97.11538461538461,98.07692307692308,99.03846153846153,96.15384615384616
9,86.36363636363636,89.0909090909091,84.54545454545455,90.0,90.0,90.0,91.81818181818181,90.9090909090909,91.81818181818181,94.54545454545455,91.81818181818181,90.9090909090909,91.81818181818181,92.72727272727273,92.72727272727273,90.9090909090909,90.9090909090909,91.81818181818181,90.9090909090909,93.63636363636364,91.81818181818181,92.72727272727273,93.63636363636364,92.72727272727273,90.0
