round,client_id,num_test_samples,global_acc,personalized_acc,global_macro_f1,personalized_macro_f1,gamma_mean,correction_ratio,seed,method_label
0,0,399,61.152882205513784,82.20551378446115,66.89568234512055,89.76250373324554,0.04998779296875,0.03864240215012902,2,"custom(dynamic_gate=True, freeze_anchor=False, alignment=mse)"
0,1,399,52.38095238095238,89.22305764411027,55.63134242893093,93.82908042701857,0.04998779296875,0.03864240215012902,2,"custom(dynamic_gate=True, freeze_anchor=False, alignment=mse)"
0,2,389,92.54498714652956,91.77377892030849,95.43626803493805,95.27583853653844,0.04998779296875,0.03864240215012902,2,"custom(dynamic_gate=True, freeze_anchor=False, alignment=mse)"
0,3,397,63.22418136020151,93.70277078085643,67.35233656592285,95.38020070634852,0.04998779296875,0.03864240215012902,2,"custom(dynamic_gate=True, freeze_anchor=False, alignment=mse)"
0,4,386,69.68911917098445,70.46632124352331,68.86086023256013,70.61300822293285,0.04998779296875,0.03864240215012902,2,"custom(dynamic_gate=True, freeze_anchor=False, alignment=mse)"
0,5,399,48.62155388471178,70.17543859649123,49.10897435897436,73.79381594680203,0.04998779296875,0.03864240215012902,2,"custom(dynamic_gate=True, freeze_anchor=False, alignment=mse)"
0,6,400,47.0,50.0,48.32936822627544,46.58653638289593,0.04998779296875,0.03864240215012902,2,"custom(dynamic_gate=True, freeze_anchor=False, alignment=mse)"
0,7,400,83.0,97.25,87.5848095697342,98.59483718240583,0.04998779296875,0.03864240215012902,2,"custom(dynamic_gate=True, freeze_anchor=False, alignment=mse)"
0,8,400,93.75,97.0,96.69343829608232,98.35149017645983,0.04998779296875,0.03864240215012902,2,"custom(dynamic_gate=True, freeze_anchor=False, alignment=mse)"
0,9,100,95.0,99.0,97.43589743589743,99.49748743718592,0.04998779296875,0.03864240215012902,2,"custom(dynamic_gate=True, freeze_anchor=False, alignment=mse)"
