idx,epoch_0,epoch_1
0,68.33333333333333,72.22222222222223
1,49.44444444444444,52.22222222222222
2,58.333333333333336,61.111111111111114
3,34.44444444444444,45.0
4,28.333333333333332,41.666666666666664
5,46.666666666666664,57.22222222222222
6,58.333333333333336,68.33333333333333
7,21.666666666666668,37.77777777777778
8,43.333333333333336,47.77777777777778
9,36.111111111111114,65.27777777777777
