Dataset,Rounds,Mean Kappa,Median Kappa,Std Kappa,Early Kappa Mean (round 0-20),Late Kappa Mean (round 25-end),Mean N_eff,Median N_eff,Mean Pairwise Positive Similarity,Mean Direction Concentration,Mean Rcon/FedAvg Ratio,Zero Consensus Round Ratio
caltech101,50,0.022568,0.016715,0.043476,0.031460,0.017019,8.549475,8.677293,0.051477,0.380350,11.547248,0.000000
