Dataset,Lambda,Last10 Avg,Last10 Std,Best Acc,Best Round,Final Acc,Probe Count,Mean CE Loss,Mean MSE Loss,Mean Weighted MSE Loss,Mean CE Grad Norm,Mean MSE Grad Norm,Mean Effective Pull Ratio,Mean Cos CE-MSE,Mean Utility,Median Utility,Positive Utility Ratio,Negative Utility Ratio,Client Mean Utility Std,Result Path
caltech101,0.3,98.763526,0.159092,99.104331,18,98.949560,100,0.405639,0.000235,0.000071,12.673272,0.000339,0.000016,-0.001746,-0.000000,-0.000000,0.400000,0.600000,0.000000,output/caltech101/GL_SVDMSE/shot_16/beta_0.5/ep1_r50/alpha1.0_ratio0.8/seed_42/spf_g0.01_e0.8_r8_slambda0.3_utilityprobe_p5/para1
