dataset,round,client,lambda_before,lambda_after,action,valid,invalid_reason,raw_alignment,raw_pull_ratio,effective_pull_ratio,utility,negative_streak,warmup_pull_ref,cooldown_until,decay_count,ce_loss,mse_loss,weighted_mse_loss,ce_grad_norm,mse_grad_norm,spf_gamma,spf_rank
Office31,10,3,0.3,0.3,warmup,1,,-1.2635409236345737e-07,5.182285208621689e-05,1.5546855625865068e-05,-3.790622770903721e-08,0,,-1,0,0.309326171875,0.00023566075833514333,7.0698227500543e-05,6.545267581939697,0.00033919443376362324,0.01000213623046875,8.0
Office31,10,4,0.3,0.3,warmup,1,,2.0771375385972823e-07,4.857717874727622e-05,1.4573153624182866e-05,6.231412615791847e-08,0,,-1,0,0.457275390625,0.0002341576328035444,7.024728984106332e-05,6.960019111633301,0.0003380980924703181,0.01000213623046875,8.0
Office31,10,5,0.3,0.3,warmup,1,,6.441665709955063e-07,8.058614927240058e-05,2.4175844781720175e-05,1.9324997129865187e-07,0,,-1,0,0.1763916015625,0.00023352674907073379,7.005802472122013e-05,4.190310001373291,0.0003376809472683817,0.01000213623046875,8.0
Office31,15,0,0.3,0.3,keep,1,,5.724791695335956e-07,7.698481563183562e-05,2.3095444689550687e-05,1.7174375086007866e-07,0,6.740552965832296e-05,-1,0,0.340087890625,0.00023733600392006338,7.120080117601901e-05,4.422274589538574,0.00034044799394905567,0.01000213623046875,8.0
Office31,15,1,0.3,0.3,keep,1,,6.434968362772423e-07,6.129491127346902e-05,1.8388473382040707e-05,1.9304905088317269e-07,0,6.0226076978378955e-05,-1,0,0.42041015625,0.00023936980869621038,7.181094260886311e-05,5.577295303344727,0.0003418598207645118,0.01000213623046875,8.0
Office31,15,2,0.3,0.3,keep,1,,1.44320200221176e-06,6.205080338926866e-05,1.8615241016780597e-05,4.3296060066352796e-07,0,4.8694462254604635e-05,-1,0,0.1988525390625,0.0002355226024519652,7.065678073558956e-05,5.465282917022705,0.00033912519575096667,0.01000213623046875,8.0
Office31,15,3,0.3,0.3,keep,1,,7.435561005717167e-07,0.0001063586944557528,3.190760833672584e-05,2.23066830171515e-07,0,5.182285208621689e-05,-1,0,0.1082763671875,0.00023550502373836935,7.06515071215108e-05,3.188241720199585,0.00033909722696989775,0.01000213623046875,8.0
Office31,15,4,0.3,0.3,negative_wait,1,,-6.588013637687604e-07,0.00010848639023900531,3.254591707170159e-05,-1.9764040913062814e-07,1,4.857717874727622e-05,-1,0,0.1488037109375,0.00023362136562354863,7.008640968706458e-05,3.113527774810791,0.0003377753891982138,0.01000213623046875,8.0
Office31,15,5,0.3,0.3,keep,1,,2.3465039789321955e-07,3.737305330932151e-05,1.1211915992796453e-05,7.039511936796587e-08,0,6.192723418027785e-05,-1,0,0.47216796875,0.0002329105482203886,6.987316446611657e-05,9.023268699645996,0.0003372271021362394,0.01000213623046875,8.0
Office31,20,0,0.3,0.3,keep,1,,9.778673499052635e-07,6.353447780884401e-05,1.90603433426532e-05,2.9336020497157906e-07,0,6.740552965832296e-05,-1,0,0.401123046875,0.0002360016806051135,7.080050418153405e-05,5.343015670776367,0.00033946571056731045,0.01000213623046875,8.0
Office31,20,1,0.3,0.3,negative_wait,1,,-5.228024524584079e-09,7.766719662630008e-05,2.3300158987890023e-05,-1.5684073573752238e-09,1,6.0226076978378955e-05,-1,0,0.439453125,0.00023964337015058845,7.189301104517653e-05,4.4038615226745605,0.00034203557879664004,0.01000213623046875,8.0
Office31,20,2,0.3,0.3,negative_wait,1,,-8.136237398264639e-07,4.768443417390297e-05,1.430533025217089e-05,-2.4408712194793913e-07,1,4.8694462254604635e-05,-1,0,0.56005859375,0.00023499078815802932,7.04972364474088e-05,7.103987216949463,0.0003387496108189225,0.01000213623046875,8.0
Office31,20,3,0.3,0.3,negative_wait,1,,-3.2746691422902255e-07,0.00011172175093168586,3.351652527950576e-05,-9.824007426870677e-08,1,5.182285208621689e-05,-1,0,0.10986328125,0.0002354613388888538,7.063840166665614e-05,3.0349361896514893,0.0003390683850739151,0.01000213623046875,8.0
Office31,20,4,0.3,0.3,negative_wait,1,,-5.944765058597004e-07,4.371537510375975e-05,1.3114612531127924e-05,-1.7834295175791013e-07,2,4.857717874727622e-05,-1,0,0.308349609375,0.0002332478907192126,6.997436721576377e-05,7.719449996948242,0.0003374586522113532,0.01000213623046875,8.0
Office31,20,5,0.3,0.3,keep,1,,4.2405471079792947e-07,4.043392777309674e-05,1.2130178331929023e-05,1.2721641323937882e-07,0,6.192723418027785e-05,-1,0,0.488037109375,0.00023186852922663093,6.956055876798928e-05,8.321940422058105,0.0003364887379575521,0.01000213623046875,8.0
Office31,25,0,0.3,0.3,keep,1,,7.122025012262152e-08,5.90442067741848e-05,1.771326203225544e-05,2.1366075036786457e-08,0,6.740552965832296e-05,-1,0,0.458740234375,0.00023597260587848723,7.079178176354617e-05,5.748525142669678,0.0003394171071704477,0.01000213623046875,8.0
Office31,25,1,0.3,0.3,keep,1,,6.657024789550409e-07,8.814425989583787e-05,2.644327796875136e-05,1.9971074368651226e-07,0,6.0226076978378955e-05,-1,0,0.41943359375,0.00024074995599221438,7.222498679766431e-05,3.8904218673706055,0.0003429183561820537,0.01000213623046875,8.0
Office31,25,2,0.3,0.3,keep,1,,1.0652656985970513e-07,4.635640455636431e-05,1.3906921366909292e-05,3.1957970957911536e-08,0,4.8694462254604635e-05,-1,0,0.2841796875,0.0002355941105633974,7.067823316901922e-05,7.315792560577393,0.0003391338395886123,0.01000213623046875,8.0
Office31,25,3,0.3,0.3,keep,1,,1.9779416140492885e-06,9.979218708252767e-05,2.99376561247583e-05,5.933824842147866e-07,0,5.182285208621689e-05,-1,0,0.1685791015625,0.00023581179266329855,7.074353779898956e-05,3.4000706672668457,0.0003393004881218076,0.01000213623046875,8.0
Office31,25,4,0.3,0.3,keep,1,,7.745282837503748e-08,7.348497214121132e-05,2.2045491642363397e-05,2.3235848512511243e-08,0,4.857717874727622e-05,-1,0,0.1627197265625,0.00023386316024698317,7.015894807409495e-05,4.598288536071777,0.0003379051049705595,0.01000213623046875,8.0
Office31,25,5,0.3,0.3,keep,1,,6.149294820882926e-07,4.733553268121696e-05,1.4200659804365088e-05,1.8447884462648779e-07,0,6.192723418027785e-05,-1,0,0.490234375,0.00023212688392959535,6.96380651788786e-05,7.1137919425964355,0.0003367351309861988,0.01000213623046875,8.0
Office31,30,0,0.3,0.3,negative_wait,1,,-3.89422068083359e-07,8.642297100525104e-05,2.592689130157531e-05,-1.1682662042500769e-07,1,6.740552965832296e-05,-1,0,0.2255859375,0.00023365396191366017,7.009618857409804e-05,3.9082729816436768,0.0003377645625732839,0.01000213623046875,8.0
Office31,30,1,0.3,0.3,negative_wait,1,,-1.211247270899839e-07,5.4063050748081404e-05,1.621891522442442e-05,-3.6337418126995164e-08,1,6.0226076978378955e-05,-1,0,0.70361328125,0.0002408966247458011,7.226898742374033e-05,6.343821048736572,0.0003429663192946464,0.01000213623046875,8.0
