dataset,lambda,round,client,local_epoch,batch,valid,invalid_reason,spf_gamma,spf_rank,ce_loss,mse_loss,weighted_mse_loss,total_loss,ce_grad_norm,mse_grad_norm,dot_ce_mse,cos_ce_mse,effective_pull_ratio,utility
DescribableTextures,0.3,0,0,0,0,1,,0.01000213623046875,8.0,2.75,0.0002354550815653056,7.063652446959168e-05,2.7500706365244696,35.6077880859375,0.00033906378666870296,5.308519757818431e-05,0.004396904505867274,2.8566541610255124e-06,1.2560435553358264e-08
DescribableTextures,0.3,0,1,0,0,1,,0.01000213623046875,8.0,2.876953125,0.0002354550815653056,7.063652446959168e-05,2.8770237615244696,35.54120635986328,0.00033906378666870296,0.000211235077586025,0.017528811300244806,2.862005722897452e-06,5.016755826105457e-08
DescribableTextures,0.3,0,2,0,0,1,,0.01000213623046875,8.0,2.8984375,0.0002354550815653056,7.063652446959168e-05,2.8985081365244696,46.55451202392578,0.00033906378666870296,-2.09127611014992e-05,-0.001324854513214479,2.1849468843821655e-06,-2.8947367410910734e-09
DescribableTextures,0.3,0,3,0,0,1,,0.01000213623046875,8.0,3.482421875,0.0002354550815653056,7.063652446959168e-05,3.4824925115244696,50.390830993652344,0.00033906378666870296,0.00026019802317023277,0.01522898870029115,2.018604059405614e-06,3.074129841284978e-08
DescribableTextures,0.3,0,4,0,0,1,,0.01000213623046875,8.0,3.359375,0.0002354550815653056,7.063652446959168e-05,3.3594456365244696,41.09147262573242,0.00033906378666870296,0.0001732962700771168,0.01243815892838002,2.475431750209642e-06,3.078981352767608e-08
DescribableTextures,0.3,0,5,0,0,1,,0.01000213623046875,8.0,2.169921875,0.0002354550815653056,7.063652446959168e-05,2.1699925115244696,50.9117546081543,0.00033906378666870296,-0.00022227645968087018,-0.012876386328419892,1.997949919100156e-06,-2.5726375024659692e-08
DescribableTextures,0.3,0,6,0,0,1,,0.01000213623046875,8.0,2.96875,0.0002354550815653056,7.063652446959168e-05,2.9688206365244696,33.3410530090332,0.00033906378666870296,-0.0001726814516587183,-0.015275131967491097,3.0508675287804712e-06,-4.660240412157888e-08
DescribableTextures,0.3,0,7,0,0,1,,0.01000213623046875,8.0,3.65234375,0.0002354550815653056,7.063652446959168e-05,3.6524143865244696,52.07189178466797,0.00033906378666870296,0.0004195133224129677,0.023760796416366352,1.953436537724544e-06,4.641520788779422e-08
DescribableTextures,0.3,0,8,0,0,1,,0.01000213623046875,8.0,3.095703125,0.0002354550815653056,7.063652446959168e-05,3.0957737615244696,35.41313171386719,0.00033906378666870296,2.609505463624373e-05,0.002173263909041809,2.872356413504556e-06,6.242388527894277e-09
DescribableTextures,0.3,0,9,0,0,1,,0.01000213623046875,8.0,3.265625,0.0002354550815653056,7.063652446959168e-05,3.2656956365244696,39.96046829223633,0.00033906378666870296,6.330898031592369e-05,0.004672543375470918,2.545494093230402e-06,1.1893931563502193e-08
DescribableTextures,0.3,5,0,0,0,1,,0.01000213623046875,8.0,0.853515625,0.0002358091005589813,7.074273016769438e-05,0.8535863677301677,19.168291091918945,0.0003393767401576042,-7.712871592957526e-05,-0.011856339626777141,5.311533592590252e-06,-6.297534622246953e-08
DescribableTextures,0.3,5,1,0,0,1,,0.01000213623046875,8.0,2.349609375,0.0002350903523620218,7.052710570860654e-05,2.3496799021057084,16.689878463745117,0.00033883657306432724,0.00012037080887239426,0.021285199448349168,6.0905759224134074e-06,1.29639123286814e-07
DescribableTextures,0.3,5,2,0,0,1,,0.01000213623046875,8.0,0.7177734375,0.00023535369837190956,7.060610951157286e-05,0.7178440436095116,16.95078468322754,0.00033898974652402103,-2.7221736672800034e-05,-0.004737393490390334,5.999540779833478e-06,-2.842218544066234e-08
DescribableTextures,0.3,5,3,0,0,1,,0.01000213623046875,8.0,0.767578125,0.00023526616860181093,7.057985058054327e-05,0.7676487048505806,25.890153884887695,0.00033895389060489833,6.392189243342727e-05,0.007284074330291617,3.927599953000692e-06,2.8608930000568024e-08
DescribableTextures,0.3,5,4,0,0,1,,0.01000213623046875,8.0,1.7939453125,0.000235176325077191,7.05528975231573e-05,1.7940158653975231,26.64849090576172,0.00033887926838360727,-0.0001703215530142188,-0.018860447258032844,3.814992033680131e-06,-7.195245604900976e-08
DescribableTextures,0.3,5,5,0,0,1,,0.01000213623046875,8.0,0.266845703125,0.0002361494698561728,7.084484095685183e-05,0.2669165479659569,5.136410713195801,0.00033957677078433335,-4.317166894907132e-05,-0.024751477050471364,1.9833505715102022e-05,-4.909085618192683e-07
DescribableTextures,0.3,5,6,0,0,1,,0.01000213623046875,8.0,0.399658203125,0.00023581158893648535,7.074347668094561e-05,0.39972894660168096,12.996899604797363,0.00033932761289179325,1.976568455575034e-07,4.4818043505143136e-05,7.832505209931356e-06,3.5103755933258544e-10
DescribableTextures,0.3,5,7,0,0,1,,0.01000213623046875,8.0,2.51171875,0.00023495941422879696,7.048782426863908e-05,2.5117892378242686,34.6407356262207,0.0003386821481399238,7.942030788399279e-05,0.00676943082328324,2.9330971933825313e-06,1.985539855026221e-08
DescribableTextures,0.3,5,8,0,0,1,,0.01000213623046875,8.0,1.486328125,0.00023619187413714826,7.085756224114447e-05,1.4863989825622412,26.476520538330078,0.0003396557876840234,7.552058377768844e-06,0.0008397797695159754,3.848569760429327e-06,3.2319510267389997e-09
DescribableTextures,0.3,5,9,0,0,1,,0.01000213623046875,8.0,1.48828125,0.00023606306058354676,7.081891817506403e-05,1.488352068918175,41.969451904296875,0.00033952173544093966,-0.00019000843167304993,-0.013334354398657995,2.4269204388120994e-06,-3.2361417230738913e-08
DescribableTextures,0.3,10,0,0,0,1,,0.01000213623046875,8.0,0.43408203125,0.00023595683160237968,7.07870494807139e-05,0.4341528182994807,10.339076042175293,0.0003394183295313269,1.5242734662024304e-05,0.004343560433313125,9.8486072105496e-06,4.2778020615179324e-08
DescribableTextures,0.3,10,1,0,0,1,,0.01000213623046875,8.0,0.53173828125,0.00023491265892516822,7.047379767755046e-05,0.5318087550476776,27.05465316772461,0.0003386950120329857,-1.6192665498238057e-05,-0.0017671262280830316,3.755675705024667e-06,-6.636753043247833e-09
DescribableTextures,0.3,10,2,0,0,1,,0.01000213623046875,8.0,0.52685546875,0.0002352946758037433,7.058840274112299e-05,0.5269260571527411,11.889425277709961,0.00033897635876201093,9.985720680560917e-05,0.02477702401157535,8.55322315867079e-06,2.1192341563134827e-07
DescribableTextures,0.3,10,3,0,0,1,,0.01000213623046875,8.0,0.2091064453125,0.0002353386953473091,7.060160860419273e-05,0.2091770469211042,7.9427337646484375,0.00033905214513652027,-8.51081422297284e-05,-0.03160345825715781,1.2806125265542678e-05,-4.047178454158416e-07
DescribableTextures,0.3,10,4,0,0,1,,0.01000213623046875,8.0,0.9111328125,0.00023582071298733354,7.074621389620006e-05,0.9112035587138962,15.120345115661621,0.00033929056371562183,-8.777831681072712e-05,-0.01711014789780512,6.7318019751578875e-06,-1.1518212743614705e-07
