Dataset,Rounds,Zero Consensus Ratio,Consensus Detection Ratio,Mean Core Size among detected rounds,Median Core Size among detected rounds,Mean Core Coverage,Mean Dynamic Margin,Median Dynamic Margin,Mean Significant Edge Count,Mean N_eff among detected rounds,Median N_eff among detected rounds,Mean Active Alpha Ratio,Early Detection Ratio (round 0-20),Late Detection Ratio (round 25-end),Early Mean Core Size,Late Mean Core Size,Mean Rcon/FedAvg Ratio
Office31,50,0.980000,0.020000,5.000000,5.000000,0.016667,0.239802,0.239802,0.560000,4.875962,4.875962,0.016667,0.047619,0.000000,5.000000,,0.111745
