round,client_id,num_test_samples,global_acc,personalized_acc,global_macro_f1,personalized_macro_f1,gamma_mean,correction_ratio,seed,method_label
0,0,269,51.301115241635685,86.61710037174721,43.01068048216107,84.64218119333337,0.04998779296875,0.0373546040058136,3,A2
0,1,293,46.41638225255973,83.95904436860069,37.05405264087236,79.14654639770252,0.04998779296875,0.0373546040058136,3,A2
0,2,44,45.45454545454545,81.81818181818181,47.08616780045351,81.95767195767196,0.04998779296875,0.0373546040058136,3,A2
0,3,54,57.407407407407405,87.03703703703704,44.83870967741935,77.46543778801845,0.04998779296875,0.0373546040058136,3,A2
0,4,69,46.3768115942029,82.6086956521739,37.736095958602355,77.61873392308175,0.04998779296875,0.0373546040058136,3,A2
0,5,89,56.17977528089887,88.76404494382022,42.12074663687566,81.65386584741425,0.04998779296875,0.0373546040058136,3,A2
1,0,269,51.301115241635685,89.59107806691449,43.01068048216107,88.18263139097017,0.04998779296875,0.03652554895728827,3,A2
1,1,293,46.41638225255973,86.00682593856655,37.05405264087236,82.76188141867664,0.04998779296875,0.03652554895728827,3,A2
1,2,44,45.45454545454545,86.36363636363636,47.08616780045351,88.70370370370372,0.04998779296875,0.03652554895728827,3,A2
1,3,54,57.407407407407405,88.88888888888889,44.83870967741935,78.89400921658986,0.04998779296875,0.03652554895728827,3,A2
1,4,69,46.3768115942029,86.95652173913044,37.736095958602355,87.11573450703885,0.04998779296875,0.03652554895728827,3,A2
1,5,89,57.30337078651685,91.01123595505618,43.22161709258483,87.3664539129435,0.04998779296875,0.03652554895728827,3,A2
2,0,269,51.301115241635685,89.96282527881041,43.01068048216107,88.64937431365499,0.04998779296875,0.03626395024359226,3,A2
2,1,293,46.41638225255973,85.66552901023891,37.05405264087236,80.8543205079416,0.04998779296875,0.03626395024359226,3,A2
2,2,44,45.45454545454545,84.0909090909091,46.609977324263035,87.40740740740742,0.04998779296875,0.03626395024359226,3,A2
2,3,54,57.407407407407405,90.74074074074075,44.83870967741935,82.76497695852535,0.04998779296875,0.03626395024359226,3,A2
2,4,69,46.3768115942029,88.40579710144928,37.736095958602355,87.45389875824661,0.04998779296875,0.03626395024359226,3,A2
2,5,89,57.30337078651685,96.62921348314607,43.22161709258483,89.31357489232252,0.04998779296875,0.03626395024359226,3,A2
3,0,269,51.301115241635685,90.70631970260223,43.01068048216107,89.21627259695394,0.04998779296875,0.03602350149303675,3,A2
3,1,293,46.41638225255973,87.03071672354949,37.05405264087236,81.73656160608994,0.04998779296875,0.03602350149303675,3,A2
3,2,44,45.45454545454545,90.9090909090909,47.08616780045351,90.42121899264757,0.04998779296875,0.03602350149303675,3,A2
3,3,54,57.407407407407405,88.88888888888889,44.83870967741935,78.89400921658986,0.04998779296875,0.03602350149303675,3,A2
3,4,69,46.3768115942029,91.30434782608695,37.736095958602355,90.53453792584229,0.04998779296875,0.03602350149303675,3,A2
3,5,89,56.17977528089887,94.38202247191012,42.12074663687566,88.06963645673322,0.04998779296875,0.03602350149303675,3,A2
4,0,269,51.301115241635685,91.82156133828997,43.01068048216107,91.00391658633254,0.04998779296875,0.03580645442008972,3,A2
4,1,293,46.41638225255973,87.37201365187714,37.05405264087236,81.99716702695822,0.04998779296875,0.03580645442008972,3,A2
4,2,44,45.45454545454545,93.18181818181819,47.53968253968254,94.24963924963927,0.04998779296875,0.03580645442008972,3,A2
4,3,54,57.407407407407405,90.74074074074075,44.83870967741935,83.84024577572966,0.04998779296875,0.03580645442008972,3,A2
4,4,69,46.3768115942029,94.20289855072464,37.736095958602355,93.37976033628209,0.04998779296875,0.03580645442008972,3,A2
4,5,89,57.30337078651685,95.50561797752809,43.32914397430527,88.22038492816482,0.04998779296875,0.03580645442008972,3,A2
5,0,269,51.301115241635685,90.70631970260223,43.091370936758885,89.58370381859791,0.04998779296875,0.03560338236391544,3,A2
5,1,293,46.41638225255973,87.71331058020478,37.05405264087236,82.36760900361698,0.04998779296875,0.03560338236391544,3,A2
5,2,44,45.45454545454545,93.18181818181819,47.53968253968254,93.86999244142102,0.04998779296875,0.03560338236391544,3,A2
5,3,54,57.407407407407405,90.74074074074075,44.83870967741935,79.35483870967742,0.04998779296875,0.03560338236391544,3,A2
5,4,69,46.3768115942029,86.95652173913044,37.736095958602355,85.25269416573764,0.04998779296875,0.03560338236391544,3,A2
5,5,89,56.17977528089887,95.50561797752809,42.07466368756692,88.69687660010241,0.04998779296875,0.03560338236391544,3,A2
6,0,269,51.301115241635685,92.19330855018588,43.27804523209193,91.10558650329233,0.04998779296875,0.035426159538328644,3,A2
6,1,293,46.41638225255973,87.71331058020478,37.05405264087236,82.4520406938796,0.04998779296875,0.035426159538328644,3,A2
6,2,44,45.45454545454545,97.72727272727273,47.08616780045351,97.979797979798,0.04998779296875,0.035426159538328644,3,A2
6,3,54,57.407407407407405,90.74074074074075,44.83870967741935,85.77572964669739,0.04998779296875,0.035426159538328644,3,A2
6,4,69,46.3768115942029,97.10144927536231,37.736095958602355,96.56126482213439,0.04998779296875,0.035426159538328644,3,A2
6,5,89,56.17977528089887,97.75280898876404,42.07466368756692,95.77060931899642,0.04998779296875,0.035426159538328644,3,A2
7,0,269,51.301115241635685,91.44981412639405,43.196838224888715,89.89918264108012,0.04998779296875,0.035242104083299634,3,A2
7,1,293,46.41638225255973,88.39590443686006,37.05405264087236,81.90364392258432,0.04998779296875,0.035242104083299634,3,A2
7,2,44,45.45454545454545,97.72727272727273,47.08616780045351,97.979797979798,0.04998779296875,0.035242104083299634,3,A2
7,3,54,57.407407407407405,90.74074074074075,44.83870967741935,80.43010752688173,0.04998779296875,0.035242104083299634,3,A2
7,4,69,46.3768115942029,97.10144927536231,37.736095958602355,96.89064558629778,0.04998779296875,0.035242104083299634,3,A2
7,5,89,56.17977528089887,95.50561797752809,42.07466368756692,91.7562724014337,0.04998779296875,0.035242104083299634,3,A2
8,0,269,51.301115241635685,90.70631970260223,43.091370936758885,88.88407406290409,0.04998779296875,0.03506524760276079,3,A2
8,1,293,46.41638225255973,89.07849829351535,37.05405264087236,82.97951192256204,0.04998779296875,0.03506524760276079,3,A2
8,2,44,45.45454545454545,97.72727272727273,47.08616780045351,97.979797979798,0.04998779296875,0.03506524760276079,3,A2
8,3,54,57.407407407407405,92.5925925925926,44.83870967741935,83.2258064516129,0.04998779296875,0.03506524760276079,3,A2
8,4,69,46.3768115942029,95.65217391304348,37.736095958602355,93.1225296442688,0.04998779296875,0.03506524760276079,3,A2
8,5,89,56.17977528089887,94.38202247191012,42.12074663687566,90.57347670250897,0.04998779296875,0.03506524760276079,3,A2
9,0,269,51.301115241635685,92.56505576208178,43.01068048216107,90.73958634411296,0.04998779296875,0.03486333526670933,3,A2
9,1,293,46.41638225255973,89.419795221843,37.05405264087236,83.62288445134617,0.04998779296875,0.03486333526670933,3,A2
9,2,44,45.45454545454545,97.72727272727273,47.53968253968254,97.979797979798,0.04998779296875,0.03486333526670933,3,A2
9,3,54,57.407407407407405,92.5925925925926,44.83870967741935,83.2258064516129,0.04998779296875,0.03486333526670933,3,A2
9,4,69,46.3768115942029,92.7536231884058,37.736095958602355,89.07334211682037,0.04998779296875,0.03486333526670933,3,A2
9,5,89,56.17977528089887,97.75280898876404,42.07466368756692,92.72913466461854,0.04998779296875,0.03486333526670933,3,A2
10,0,269,51.301115241635685,91.07806691449814,43.043546929107045,89.14793264145838,0.04998779296875,0.03468943364918232,3,A2
